WKT,NOME_MUNIC,PTCOTA,GEOCODIGO
"MULTIPOINT (-49.199429880106401 -17.071949477094869)",Hidrolândia,906,5209705
"MULTIPOINT (-49.844714115032083 -18.46680427929337)",Inaciolândia,655,5209937
"MULTIPOINT (-49.879401820749507 -17.19802407014663)",Indiara,810,5209952
"MULTIPOINT (-49.428325816902479 -16.27415127023291)",Inhumas,1079,5210000
"MULTIPOINT (-49.63421363626135 -16.253581659477288)",Inhumas,1042,5210000
"MULTIPOINT (-48.22243636802704 -17.929424840688991)",Ipameri,813,5210109
"MULTIPOINT (-48.040737854323176 -17.81088360300642)",Ipameri,820,5210109
"MULTIPOINT (-47.849821821106559 -17.062332875875477)",Ipameri,950,5210109
"MULTIPOINT (-51.039812791082497 -16.416256464877172)",Iporá,860,5210208
"MULTIPOINT (-50.816878351481471 -16.387430752935806)",Israelândia,814,5210307
"MULTIPOINT (-51.629864032766072 -18.952515723074139)",Itajá,625,5210802
"MULTIPOINT (-51.365551846604482 -19.022748358117898)",Itajá,552,5210802
"MULTIPOINT (-50.988891849766638 -19.260613409735697)",Itajá,457,5210802
"MULTIPOINT (-51.749316977142875 -18.529215403191074)",Itarumã,651,5211305
"MULTIPOINT (-51.847693749879177 -18.658501343060724)",Itarumã,602,5211305
"MULTIPOINT (-51.49060569060007 -18.770723108669213)",Itarumã,551,5211305
"MULTIPOINT (-51.488184554526356 -18.610379483881733)",Itarumã,579,5211305
"MULTIPOINT (-50.991379709887966 -19.078620630530807)",Itarumã,480,5211305
"MULTIPOINT (-50.993364480581462 -18.986743672410075)",Itarumã,465,5211305
"MULTIPOINT (-49.772741200390911 -18.241042493132024)",Itumbiara,631,5211503
"MULTIPOINT (-51.126442862668938 -16.694243455005719)",Ivolândia,915,5211602
"MULTIPOINT (-52.185884439105344 -17.824635336348074)",Jataí,885,5211909
"MULTIPOINT (-52.133177325202055 -18.019734822988688)",Jataí,880,5211909
"MULTIPOINT (-51.847672446255039 -17.314939122398393)",Jataí,1010,5211909
"MULTIPOINT (-51.765417188881074 -17.572051274708027)",Jataí,925,5211909
"MULTIPOINT (-51.652069203937003 -17.729695100632373)",Jataí,929,5211909
"MULTIPOINT (-51.789166655332671 -17.94414843268164)",Jataí,875,5211909
"MULTIPOINT (-51.891411121738741 -18.020054299125103)",Jataí,825,5211909
"MULTIPOINT (-51.527627496810567 -18.255053705489747)",Jataí,672,5211909
"MULTIPOINT (-51.325562893575984 -18.011757084213034)",Jataí,761,5211909
"MULTIPOINT (-51.516856914654177 -17.942532362070651)",Jataí,830,5211909
"MULTIPOINT (-49.619505397787762 -17.844186339542382)",Joviânia,863,5212105
"MULTIPOINT (-50.925830276162188 -16.032854503549157)",Jussara,806,5212204
"MULTIPOINT (-47.872528203854664 -16.559442589096193)",Luziânia,938,5212501
"MULTIPOINT (-47.986361523656328 -16.855391142871081)",Luziânia,954,5212501
"MULTIPOINT (-53.031357557066599 -18.082303600161971)",Mineiros,892,5213103
"MULTIPOINT (-52.802748717759719 -17.70217800096594)",Mineiros,920,5213103
"MULTIPOINT (-52.898235995036977 -16.979992381040027)",Mineiros,570,5213103
"MULTIPOINT (-52.558192723655196 -17.296525757625801)",Mineiros,970,5213103
"MULTIPOINT (-52.329584583204635 -17.542800357530286)",Mineiros,940,5213103
"MULTIPOINT (-52.334474734509961 -17.638442965549697)",Mineiros,857,5213103
"MULTIPOINT (-52.274752670105244 -17.770812527615764)",Mineiros,909,5213103
"MULTIPOINT (-52.48769201206774 -17.866854496533996)",Mineiros,745,5213103
"MULTIPOINT (-52.559363629052335 -17.878544937607295)",Mineiros,810,5213103
"MULTIPOINT (-50.671605939873601 -16.588601361338082)",Moiporá,850,5213400
"MULTIPOINT (-51.385332319254012 -17.430151098043762)",Montividiu,949,5213756
"MULTIPOINT (-51.096299710758899 -16.978899020666489)",Montividiu,809,5213756
"MULTIPOINT (-51.21106205906981 -17.178725116985103)",Montividiu,892,5213756
"MULTIPOINT (-51.244016454967863 -17.2710578591958)",Montividiu,889,5213756
"MULTIPOINT (-51.156436835347826 -17.465796281390251)",Montividiu,902,5213756
"MULTIPOINT (-51.073753537147645 -17.491295313702899)",Montividiu,881,5213756
"MULTIPOINT (-49.248897984205207 -17.869030028998619)",Morrinhos,930,5213806
"MULTIPOINT (-49.083782104188309 -17.922138980248249)",Morrinhos,785,5213806
"MULTIPOINT (-50.068779149583705 -16.686287311679116)",Palmeiras de Goiás,870,5215702
"MULTIPOINT (-49.972139320962825 -16.922321183102774)",Palmeiras de Goiás,811,5215702
"MULTIPOINT (-50.722474440743504 -17.022464068391916)",Paraúna,840,5216403
"MULTIPOINT (-50.975811798984758 -16.90043176010855)",Paraúna,905,5216403
"MULTIPOINT (-50.688576007472875 -16.939188995377048)",Paraúna,890,5216403
"MULTIPOINT (-49.146114602735878 -17.446375179013955)",Piracanjuba,891,5217104
"MULTIPOINT (-51.634241463965338 -16.590571939605123)",Piranhas,911,5217203
"MULTIPOINT (-49.568445761092725 -17.650019196279491)",Pontalina,925,5217708
"MULTIPOINT (-50.149454583466472 -17.911358642337532)",Porteirão,545,5218052
"MULTIPOINT (-50.564084536100999 -18.626161078663579)",Quirinópolis,760,5218508
"MULTIPOINT (-51.040714889064965 -18.254852238225222)",Rio Verde,822,5218805
"MULTIPOINT (-50.847622143533705 -18.087828866747522)",Rio Verde,874,5218805
"MULTIPOINT (-50.735994526397697 -17.976012645250083)",Rio Verde,842,5218805
"MULTIPOINT (-50.923164320556772 -17.645624589692343)",Rio Verde,845,5218805
"MULTIPOINT (-53.132393942600643 -17.613392839253962)",Santa Rita do Araguaia,856,5219407
"MULTIPOINT (-53.017610691956421 -17.281725822835959)",Santa Rita do Araguaia,845,5219407
"MULTIPOINT (-48.202795463762889 -16.067276221672174)",Santo Antônio do Descoberto,1110,5219753
"MULTIPOINT (-50.3632466499296 -16.577931045394969)",São Luís de Montes Belos,809,5220108
"MULTIPOINT (-48.636721549915777 -17.052630865595233)",São Miguel do Passa Quatro,925,5220264
"MULTIPOINT (-52.717418076636193 -18.076649482790863)",Serranópolis,875,5220504
"MULTIPOINT (-52.494664446953358 -18.022952141078811)",Serranópolis,747,5220504
"MULTIPOINT (-52.458914736020397 -18.225602487851621)",Serranópolis,730,5220504
"MULTIPOINT (-52.534817734341196 -18.282326856866849)",Serranópolis,816,5220504
"MULTIPOINT (-52.499143395688272 -18.319836859619656)",Serranópolis,782,5220504
"MULTIPOINT (-52.189234257004351 -18.450470214985042)",Serranópolis,845,5220504
"MULTIPOINT (-51.97390633648309 -18.511047247802427)",Serranópolis,732,5220504
"MULTIPOINT (-52.012818014872757 -18.236954655010802)",Serranópolis,935,5220504
"MULTIPOINT (-51.844926346230096 -18.286497016811865)",Serranópolis,756,5220504
"MULTIPOINT (-51.658703483508916 -18.458384940752861)",Serranópolis,611,5220504
"MULTIPOINT (-48.762674153214405 -16.536617842477575)",Silvânia,1029,5220603
"MULTIPOINT (-49.564077982234494 -16.063930345906126)",Taquaral de Goiás,1150,5221007
"MULTIPOINT (-47.763068738249338 -18.346234432297766)",Três Ranchos,839,5221304
"MULTIPOINT (-48.244348844142877 -17.387660062539236)",Urutaí,748,5221809
"MULTIPOINT (-49.540053741709912 -17.099245063721064)",Varjão,915,5221908
"MULTIPOINT (-48.458606075182111 -16.86684265136067)",Vianópolis,989,5222005
"MULTIPOINT (-62.290414156049984 -12.071530167973867)",Alta Floresta D'Oeste,536,1100015
"MULTIPOINT (-62.249981078289224 -12.826552657011055)",Alta Floresta D'Oeste,382,1100015
"MULTIPOINT (-60.767429747679472 -13.445466385684986)",Cabixi,230,1100031
"MULTIPOINT (-61.190295707912092 -13.332254321762191)",Cerejeiras,220,1100056
"MULTIPOINT (-61.350181625822586 -12.687626108070244)",Corumbiara,485,1100072
"MULTIPOINT (-60.851518677769093 -13.084123011959326)",Corumbiara,519,1100072
"MULTIPOINT (-64.328318977249751 -12.355533123705763)",Costa Marques,550,1100080
"MULTIPOINT (-60.420804045123376 -12.0248598427633)",Pimenta Bueno,419,1100189
"MULTIPOINT (-60.041024246253528 -12.162127719377548)",Vilhena,550,1100304
"MULTIPOINT (-60.167073616590564 -12.324825534003141)",Vilhena,569,1100304
"MULTIPOINT (-60.285119312649492 -12.428016056645937)",Vilhena,541,1100304
"MULTIPOINT (-60.248204636372137 -12.749523789184943)",Vilhena,615,1100304
"MULTIPOINT (-59.988023723263261 -12.27700384719893)",Vilhena,539,1100304
"MULTIPOINT (-62.64066278349479 -12.032040327476714)",São Miguel do Guaporé,518,1100320
"MULTIPOINT (-60.629006484115315 -12.969919289912728)",Chupinguaia,586,1100924
"MULTIPOINT (-60.859738888641445 -12.48839774303933)",Chupinguaia,378,1100924
"MULTIPOINT (-61.644006770036874 -12.33789087473011)",Parecis,490,1101450
"MULTIPOINT (-61.236110067791827 -12.083584516986042)",Parecis,286,1101450
"MULTIPOINT (-61.39455081579576 -12.521524007640457)",Pimenteiras do Oeste,449,1101468
"MULTIPOINT (-63.707231039191534 -12.197912690886422)",São Francisco do Guaporé,420,1101492
"MULTIPOINT (-63.125380566731188 -12.312880838849185)",São Francisco do Guaporé,155,1101492
"MULTIPOINT (-63.860689694239262 -12.179753424849327)",São Francisco do Guaporé,470,1101492
"MULTIPOINT (-62.304805825350741 -12.335252837416181)",São Francisco do Guaporé,374,1101492
"MULTIPOINT (-62.581568370346083 -12.687785089976872)",São Francisco do Guaporé,405,1101492
"MULTIPOINT (-49.124470926304902 -12.301534782664948)",Alvorada,306,1700707
"MULTIPOINT (-49.097856258217334 -12.548234988173922)",Alvorada,288,1700707
"MULTIPOINT (-49.446365873286332 -13.012779472063801)",Araguaçu,638,1702000
"MULTIPOINT (-49.308333514086165 -12.992482970785735)",Araguaçu,395,1702000
"MULTIPOINT (-49.644448842075121 -12.895825912672732)",Araguaçu,342,1702000
"MULTIPOINT (-49.927457602551961 -12.929205944306904)",Araguaçu,395,1702000
"MULTIPOINT (-49.553457454762693 -12.695699556209043)",Araguaçu,323,1702000
"MULTIPOINT (-47.055981813597754 -12.570023373478275)",Arraias,857,1702406
"MULTIPOINT (-47.098990222541396 -12.9599960459638)",Arraias,969,1702406
"MULTIPOINT (-46.882707361401167 -12.847960798158391)",Arraias,983,1702406
"MULTIPOINT (-49.345322951771081 -12.105140738714788)",Cariri do Tocantins,397,1703867
"MULTIPOINT (-47.477962364484647 -12.327102909442178)",Conceição do Tocantins,733,1705607
"MULTIPOINT (-49.414501191880113 -12.259101320213219)",Figueirópolis,325,1707652
"MULTIPOINT (-48.95876957539523 -12.12443907085312)",Figueirópolis,597,1707652
"MULTIPOINT (-50.591533310036866 -12.417919584105773)",Formoso do Araguaia,206,1708205
"MULTIPOINT (-50.169429492232439 -12.230939039940672)",Formoso do Araguaia,205,1708205
"MULTIPOINT (-50.534466815201341 -12.158738429579449)",Formoso do Araguaia,199,1708205
"MULTIPOINT (-48.600471335413509 -12.583498282108664)",Jaú do Tocantins,618,1711506
"MULTIPOINT (-46.308518810782274 -12.952221226901129)",Lavandeira,998,1712157
"MULTIPOINT (-46.468870852037249 -12.969813431650234)",Novo Alegre,790,1715150
"MULTIPOINT (-48.492879904066058 -12.916632670378128)",Palmeirópolis,1100,1715754
"MULTIPOINT (-47.912855700316982 -12.165188892471068)",Paranã,699,1716208
"MULTIPOINT (-47.339446812654629 -12.622360885297583)",Paranã,352,1716208
"MULTIPOINT (-47.686035989243337 -12.949459830584189)",Paranã,650,1716208
"MULTIPOINT (-47.983312408442522 -13.009703867890309)",Paranã,1210,1716208
"MULTIPOINT (-47.810908332283873 -13.310241932110028)",Paranã,1248,1716208
"MULTIPOINT (-48.062308762529021 -13.026058000564413)",Paranã,839,1716208
"MULTIPOINT (-48.058551443857574 -12.316048716864776)",Paranã,748,1716208
"MULTIPOINT (-48.090833033100999 -12.646642306278972)",Paranã,682,1716208
"MULTIPOINT (-48.799455393418853 -12.378180158718491)",Peixe,295,1716604
"MULTIPOINT (-48.543756356846522 -12.404756897553851)",Peixe,538,1716604
"MULTIPOINT (-48.274220166406295 -12.050948729345617)",Peixe,398,1716604
"MULTIPOINT (-48.565554185612037 -12.203169900422475)",Peixe,284,1716604
"MULTIPOINT (-50.09435651070725 -12.564709207515275)",Sandolândia,251,1718840
"MULTIPOINT (-49.925384955475302 -12.409091191962643)",Sandolândia,282,1718840
"MULTIPOINT (-49.641504199828283 -12.471563374918587)",Sandolândia,262,1718840
"MULTIPOINT (-49.823862571430368 -12.23918025492622)",Sandolândia,268,1718840
"MULTIPOINT (-48.418510510914906 -12.772522195549666)",São Salvador do Tocantins,1100,1720259
"MULTIPOINT (-48.398634394339034 -12.571721644260281)",São Salvador do Tocantins,704,1720259
"MULTIPOINT (-48.348791108209298 -12.408499600177716)",São Salvador do Tocantins,397,1720259
"MULTIPOINT (-48.045244164333617 -12.046309613630383)",São Valério da Natividade,477,1720499
"MULTIPOINT (-46.521849864808956 -12.348314724625869)",Taguatinga,581,1720903
"MULTIPOINT (-46.427133856301275 -12.369671219843029)",Taguatinga,946,1720903
"MULTIPOINT (-46.921103363218549 -12.031555569650056)",Taipas do Tocantins,628,1720937
"MULTIPOINT (-49.093530198816076 -12.83012505628867)",Talismã,312,1720978
"MULTIPOINT (-49.211660255946612 -12.730317542263375)",Talismã,409,1720978
"MULTIPOINT (-48.912621943527306 -12.647400022721405)",Talismã,624,1720978
"MULTIPOINT (-41.707586853513099 -9.012557207016551)",Dom Inocêncio,669,2203453
"MULTIPOINT (-40.964427189443491 -8.640998535353573)",Afrânio,528,2600203
"MULTIPOINT (-40.837690150137874 -8.631906890670381)",Afrânio,522,2600203
"MULTIPOINT (-36.954397698480406 -8.990168376279472)",Águas Belas,705,2600500
"MULTIPOINT (-35.489649558471598 -8.299775530256204)",Amaraji,698,2600906
"MULTIPOINT (-35.489649558471598 -8.299775530256204)",Amaraji,698,2600906
"MULTIPOINT (-35.489649558471598 -8.299775530256204)",Amaraji,698,2600906
"MULTIPOINT (-37.056329624352465 -8.815941998530405)",Buíque,437,2602803
"MULTIPOINT (-37.16374297771987 -8.729563490060134)",Buíque,736,2602803
"MULTIPOINT (-35.108424182085301 -8.320573160746866)",Cabo de Santo Agostinho,69,2602902
"MULTIPOINT (-34.981280032497452 -8.274623374562848)",Cabo de Santo Agostinho,38,2602902
"MULTIPOINT (-35.108424182085301 -8.320573160746866)",Cabo de Santo Agostinho,69,2602902
"MULTIPOINT (-34.981280032497452 -8.274623374562848)",Cabo de Santo Agostinho,38,2602902
"MULTIPOINT (-36.711021020654222 -8.745954621017624)",Caetés,975,2603207
"MULTIPOINT (-36.318754947923253 -8.777976748675911)",Calçado,620,2603306
"MULTIPOINT (-36.13400257288346 -8.849890484974022)",Canhotinho,652,2603702
"MULTIPOINT (-36.602670263607372 -8.717117838163784)",Capoeiras,942,2603801
"MULTIPOINT (-38.318397350703677 -8.648565085465069)",Floresta,372,2605707
"MULTIPOINT (-38.424785190447345 -8.728939828252834)",Floresta,355,2605707
"MULTIPOINT (-38.032687083680358 -8.652308454168507)",Floresta,1065,2605707
"MULTIPOINT (-38.633314539199894 -8.747327904859548)",Floresta,334,2605707
"MULTIPOINT (-36.793443485035283 -9.01861203910868)",Iati,1085,2606507
"MULTIPOINT (-37.43942666710533 -8.62773722178804)",Ibimirim,576,2606606
"MULTIPOINT (-37.561602573235973 -8.780765381843345)",Ibimirim,756,2606606
"MULTIPOINT (-37.723793196207453 -8.65575878577369)",Ibimirim,474,2606606
"MULTIPOINT (-37.742739800392719 -8.789690953530192)",Inajá,374,2607000
"MULTIPOINT (-37.862395025492987 -8.707048181366497)",Inajá,673,2607000
"MULTIPOINT (-37.935444692024461 -8.683626587587034)",Inajá,677,2607000
"MULTIPOINT (-37.976420250428433 -8.820680680401891)",Inajá,439,2607000
"MULTIPOINT (-37.97613565383665 -9.014167292507352)",Inajá,768,2607000
"MULTIPOINT (-34.975912466722257 -8.385982207004655)",Ipojuca,2,2607208
"MULTIPOINT (-35.013602731737102 -8.451352807804374)",Ipojuca,3,2607208
"MULTIPOINT (-34.975912466722257 -8.385982207004655)",Ipojuca,2,2607208
"MULTIPOINT (-35.013602731737102 -8.451352807804374)",Ipojuca,3,2607208
"MULTIPOINT (-38.751110433272338 -8.744731912296356)",Itacuruba,335,2607406
"MULTIPOINT (-37.264669767234011 -8.926809461939619)",Itaíba,454,2607505
"MULTIPOINT (-35.063357209688007 -8.125946796631247)",Jaboatão dos Guararapes,132,2607901
"MULTIPOINT (-35.063357209688007 -8.125946796631247)",Jaboatão dos Guararapes,132,2607901
"MULTIPOINT (-40.133167660110381 -8.727671868360414)",Lagoa Grande,467,2608750
"MULTIPOINT (-40.274541079815847 -8.963088630842682)",Lagoa Grande,392,2608750
"MULTIPOINT (-36.951849554446419 -8.767547833410832)",Pedra,485,2610806
"MULTIPOINT (-38.317432369379468 -8.805926677727738)",Petrolândia,371,2611002
"MULTIPOINT (-38.221661248564047 -8.832525663967498)",Petrolândia,553,2611002
"MULTIPOINT (-38.267573616613483 -8.934797339458541)",Petrolândia,337,2611002
"MULTIPOINT (-38.433905546551514 -9.002096999503847)",Petrolândia,360,2611002
"MULTIPOINT (-40.771883763587915 -9.100002463377503)",Petrolina,572,2611101
"MULTIPOINT (-40.648426436849654 -9.429100245660223)",Petrolina,389,2611101
"MULTIPOINT (-40.485266760138245 -9.044238224561672)",Petrolina,410,2611101
"MULTIPOINT (-40.5825556498853 -9.124267125471356)",Petrolina,424,2611101
"MULTIPOINT (-40.432615285681962 -8.70101349333367)",Petrolina,498,2611101
"MULTIPOINT (-40.444337800290555 -8.84537425270303)",Petrolina,445,2611101
"MULTIPOINT (-40.636315863275136 -8.979585221978098)",Petrolina,448,2611101
"MULTIPOINT (-40.630663296539055 -8.659788516282152)",Petrolina,441,2611101
"MULTIPOINT (-40.741339733606644 -8.837552492925415)",Petrolina,453,2611101
"MULTIPOINT (-40.920061175543005 -8.806516877971696)",Petrolina,492,2611101
"MULTIPOINT (-35.380185051565654 -8.129085457635744)",Pombos,174,2611309
"MULTIPOINT (-35.380185051565654 -8.129085457635744)",Pombos,174,2611309
"MULTIPOINT (-34.954657124123898 -8.112315574880622)",Recife,83,2611606
"MULTIPOINT (-34.954657124123898 -8.112315574880622)",Recife,83,2611606
"MULTIPOINT (-35.370022577524125 -8.424769645213674)",Ribeirão,248,2611804
"MULTIPOINT (-35.370022577524125 -8.424769645213674)",Ribeirão,248,2611804
"MULTIPOINT (-39.735771971079878 -8.687161421287268)",Santa Maria da Boa Vista,422,2612604
"MULTIPOINT (-39.958948108970688 -8.660654943977352)",Santa Maria da Boa Vista,601,2612604
"MULTIPOINT (-39.89308935524874 -8.636968983089147)",Santa Maria da Boa Vista,588,2612604
"MULTIPOINT (-39.924593759369948 -8.925317724882651)",Santa Maria da Boa Vista,382,2612604
"MULTIPOINT (-36.373338576991124 -8.899441261722417)",São João,909,2613206
"MULTIPOINT (-35.149601196025202 -8.049433368649868)",São Lourenço da Mata,179,2613701
"MULTIPOINT (-38.159378759495389 -9.122503073013897)",Tacaratu,775,2614808
"MULTIPOINT (-38.169658517582562 -8.939341143141659)",Tacaratu,340,2614808
"MULTIPOINT (-38.027192159653062 -8.888042636900979)",Tacaratu,486,2614808
"MULTIPOINT (-38.081019442249847 -8.828233372643345)",Tacaratu,599,2614808
"MULTIPOINT (-37.242521966305169 -8.789563127093976)",Tupanatinga,740,2615805
"MULTIPOINT (-35.331968120064573 -8.275348570163528)",Vitória de Santo Antão,492,2616407
"MULTIPOINT (-35.331968120064573 -8.275348570163528)",Vitória de Santo Antão,492,2616407
"MULTIPOINT (-37.899497140478452 -9.248382848375932)",Água Branca,772,2700102
"MULTIPOINT (-36.266179416626784 -9.635120216728263)",Anadia,378,2700201
"MULTIPOINT (-35.609482175265377 -9.400827715418588)",Barra de Santo Antônio,79,2700508
"MULTIPOINT (-35.609482175265377 -9.400827715418588)",Barra de Santo Antônio,79,2700508
"MULTIPOINT (-37.037330506424873 -9.684815527400319)",Batalha,162,2700706
"MULTIPOINT (-36.310613155016782 -9.84154635072125)",Campo Alegre,153,2701407
"MULTIPOINT (-37.523926456052465 -9.069414254369264)",Canapi,594,2701605
"MULTIPOINT (-36.082068379906595 -9.338296805284068)",Capela,427,2701704
"MULTIPOINT (-36.259811388193434 -10.058631950864983)",Coruripe,89,2702306
"MULTIPOINT (-36.156592405412198 -9.98922745877632)",Coruripe,90,2702306
"MULTIPOINT (-36.147683101908335 -10.078602746591022)",Coruripe,56,2702306
"MULTIPOINT (-37.637087683846232 -9.32588159730804)",Inhapi,312,2703304
"MULTIPOINT (-36.03864672666289 -10.029432159826966)",Jequiá da Praia,41,2703759
"MULTIPOINT (-36.48496553181355 -9.861881201150181)",Junqueiro,183,2704005
"MULTIPOINT (-35.710054743792369 -9.49347989385214)",Maceió,90,2704302
"MULTIPOINT (-35.710054743792369 -9.49347989385214)",Maceió,90,2704302
"MULTIPOINT (-37.330609653492409 -9.242468989984996)",Maravilha,839,2704609
"MULTIPOINT (-37.917494937927948 -9.10712407629212)",Mata Grande,591,2705002
"MULTIPOINT (-37.768113603741959 -9.125853760499473)",Mata Grande,844,2705002
"MULTIPOINT (-37.710135303202186 -9.044252811440696)",Mata Grande,730,2705002
"MULTIPOINT (-36.908522686608471 -9.317072212969963)",Minador do Negrão,291,2705309
"MULTIPOINT (-37.822518880753613 -9.442216154238857)",Olho d'Água do Casado,527,2705804
"MULTIPOINT (-35.424072180777188 -9.263030924940091)",Passo de Camaragibe,102,2706505
"MULTIPOINT (-35.424072180777188 -9.263030924940091)",Passo de Camaragibe,102,2706505
"MULTIPOINT (-36.467308197642375 -10.263212536510894)",Penedo,69,2706703
"MULTIPOINT (-35.378015464121965 -9.007340281687588)",Porto Calvo,128,2707305
"MULTIPOINT (-35.378015464121965 -9.007340281687588)",Porto Calvo,128,2707305
"MULTIPOINT (-35.928663797433735 -9.375593710616085)",Rio Largo,169,2707701
"MULTIPOINT (-35.928663797433735 -9.375593710616085)",Rio Largo,169,2707701
"MULTIPOINT (-37.55881995601343 -9.48818906981613)",São José da Tapera,597,2708402
"MULTIPOINT (-36.004760029428546 -9.724734801858411)",São Miguel dos Campos,104,2708600
"MULTIPOINT (-36.46299173205923 -9.513400876573398)",Tanque d'Arca,592,2709004
"MULTIPOINT (-36.467834949477655 -10.009186248171446)",Teotônio Vilela,151,2709152
"MULTIPOINT (-36.955896462968646 -9.755887094988511)",Traipu,639,2709202
"MULTIPOINT (-36.215922246586658 -9.315143183350539)",Viçosa,411,2709400
"MULTIPOINT (-37.899668629519212 -9.755868406160532)",Canindé de São Francisco,455,2801207
"MULTIPOINT (-37.624608162486524 -10.414818955743744)",Frei Paulo,271,2802304
"MULTIPOINT (-37.453580993597996 -11.451013847677665)",Indiaroba,70,2802809
"MULTIPOINT (-37.428777004175487 -10.685275735760371)",Itabaiana,188,2802908
"MULTIPOINT (-37.339228299297815 -11.068619877256165)",Itaporanga d'Ajuda,125,2803203
"MULTIPOINT (-37.56695771541316 -10.931466225282943)",Lagarto,175,2803500
"MULTIPOINT (-37.109747226355651 -10.856467887528305)",Nossa Senhora do Socorro,36,2804805
"MULTIPOINT (-37.677935288187001 -10.664624479622297)",Pedra Mole,156,2805000
"MULTIPOINT (-37.782381279725897 -11.121223356610521)",Riachão do Dantas,331,2805802
"MULTIPOINT (-36.91736092836161 -10.729089847718349)",Santo Amaro das Brotas,87,2806602
"MULTIPOINT (-37.999393117288577 -11.166266450918798)",Tobias Barreto,157,2807402
"MULTIPOINT (-38.010074224101594 -11.185035504925345)",Tobias Barreto,157,2807402
"MULTIPOINT (-37.814966177633202 -11.386146637235576)",Tomar do Geru,170,2807501
"MULTIPOINT (-39.109336976224377 -8.796431540998904)",Abaré,351,2900207
"MULTIPOINT (-39.295904719326934 -8.976713839941489)",Abaré,369,2900207
"MULTIPOINT (-39.417682444023697 -8.865070537955775)",Abaré,533,2900207
"MULTIPOINT (-39.435129605958984 -8.917264695910131)",Abaré,544,2900207
"MULTIPOINT (-39.481278865115655 -8.841922227201518)",Abaré,559,2900207
"MULTIPOINT (-39.465715333313526 -8.799306339742527)",Abaré,587,2900207
"MULTIPOINT (-39.367012470213375 -8.776560248085854)",Abaré,406,2900207
"MULTIPOINT (-39.374156093119296 -17.646561304960752)",Alcobaça,35,2900801
"MULTIPOINT (-39.541255465640312 -17.49910793997681)",Alcobaça,77,2900801
"MULTIPOINT (-41.575051368430529 -11.420558251888105)",América Dourada,818,2901155
"MULTIPOINT (-39.947575128462738 -10.148725931671937)",Andorinha,493,2901353
"MULTIPOINT (-44.577692656576303 -12.139113996401443)",Angical,797,2901403
"MULTIPOINT (-38.200745671304141 -11.85518813559843)",Aporá,183,2901908
"MULTIPOINT (-38.948047630626704 -11.342194904008329)",Araci,212,2902104
"MULTIPOINT (-44.370017336807038 -12.441800629552421)",Baianópolis,798,2902500
"MULTIPOINT (-40.254081800631667 -11.823468359959389)",Baixa Grande,515,2902609
"MULTIPOINT (-40.112643668030223 -11.906745258006117)",Baixa Grande,590,2902609
"MULTIPOINT (-45.632039155488442 -12.189859663123976)",Barreiras,762,2903201
"MULTIPOINT (-45.128947391601187 -12.318736001198468)",Barreiras,737,2903201
"MULTIPOINT (-44.931623489430102 -12.15902643909741)",Barreiras,728,2903201
"MULTIPOINT (-41.764014183921645 -11.934088734027531)",Barro Alto,817,2903235
"MULTIPOINT (-39.065177614138669 -11.446248634070121)",Barrocas,409,2903276
"MULTIPOINT (-39.290024802412539 -16.107897186376359)",Belmonte,147,2903409
"MULTIPOINT (-39.305584338531858 -16.02379640343764)",Belmonte,81,2903409
"MULTIPOINT (-43.325340928063326 -13.416241311467111)",Bom Jesus da Lapa,448,2903904
"MULTIPOINT (-41.364949709487576 -11.943353766170175)",Bonito,1060,2904050
"MULTIPOINT (-42.222109844729964 -12.07025558462035)",Brotas de Macaúbas,1648,2904506
"MULTIPOINT (-42.345259943050984 -14.470765081886869)",Caculé,834,2905008
"MULTIPOINT (-42.491794679547837 -14.186445645034416)",Caetité,1192,2905206
"MULTIPOINT (-42.586927828575114 -14.040052263886118)",Caetité,1062,2905206
"MULTIPOINT (-42.469070858251214 -13.868254966062072)",Caetité,1090,2905206
"MULTIPOINT (-41.399933075556724 -11.80771544182916)",Cafarnaum,1090,2905305
"MULTIPOINT (-40.487516818696548 -10.465607400691864)",Campo Formoso,824,2906006
"MULTIPOINT (-40.892588597284465 -10.434355424157383)",Campo Formoso,534,2906006
"MULTIPOINT (-41.012788571532582 -10.413525783002081)",Campo Formoso,563,2906006
"MULTIPOINT (-41.103904401277305 -10.410336903620239)",Campo Formoso,941,2906006
"MULTIPOINT (-40.898766328779431 -10.291884849600374)",Campo Formoso,531,2906006
"MULTIPOINT (-40.777126512664793 -10.151379328500589)",Campo Formoso,523,2906006
"MULTIPOINT (-40.762690158594175 -9.945538219722794)",Campo Formoso,525,2906006
"MULTIPOINT (-40.617768197551619 -10.010491482295945)",Campo Formoso,567,2906006
"MULTIPOINT (-40.525754239197468 -9.9442400101119)",Campo Formoso,653,2906006
"MULTIPOINT (-40.665955483551222 -10.317376231241502)",Campo Formoso,504,2906006
"MULTIPOINT (-40.514518775504968 -10.016122148543275)",Campo Formoso,771,2906006
"MULTIPOINT (-40.421879515786422 -10.135403198981692)",Campo Formoso,897,2906006
"MULTIPOINT (-44.30547025401836 -13.074080876351823)",Canápolis,805,2906105
"MULTIPOINT (-41.780241749288848 -11.790824328913402)",Canarana,788,2906204
"MULTIPOINT (-41.637773180594095 -11.729581106355282)",Canarana,807,2906204
"MULTIPOINT (-39.14577774700188 -11.866984732963125)",Candeal,610,2906402
