WKT,NOME_MUNIC,PTCOTA,GEOCODIGO
"MULTIPOINT (-42.863290849291225 -14.519221631691048)",Candiba,1315,2906600
"MULTIPOINT (-39.441426298429519 -10.629055307294372)",Cansanção,444,2906808
"MULTIPOINT (-39.633825829587344 -10.581740868903072)",Cansanção,399,2906808
"MULTIPOINT (-39.044809865123213 -9.95392039180463)",Canudos,514,2906824
"MULTIPOINT (-39.797627674018734 -11.76142179950944)",Capela do Alto Alegre,489,2906857
"MULTIPOINT (-39.880369567821745 -11.599594565137592)",Capela do Alto Alegre,460,2906857
"MULTIPOINT (-40.104806399017846 -17.563997904957269)",Caravelas,294,2906907
"MULTIPOINT (-39.765480593225739 -17.726806157795469)",Caravelas,87,2906907
"MULTIPOINT (-39.568690272119589 -17.807254641595385)",Caravelas,44,2906907
"MULTIPOINT (-43.686972258388558 -13.926884804321023)",Carinhanha,452,2907103
"MULTIPOINT (-43.773125651972769 -14.209608590984733)",Carinhanha,452,2907103
"MULTIPOINT (-41.227542182887902 -9.466441609483184)",Casa Nova,914,2907202
"MULTIPOINT (-41.398829195827098 -9.615670490376102)",Casa Nova,504,2907202
"MULTIPOINT (-41.703644032952035 -9.508637121430361)",Casa Nova,443,2907202
"MULTIPOINT (-41.869863474387977 -9.569435022941173)",Casa Nova,827,2907202
"MULTIPOINT (-41.863073041399055 -9.47621880728067)",Casa Nova,688,2907202
"MULTIPOINT (-41.556200241073725 -9.184002793763858)",Casa Nova,578,2907202
"MULTIPOINT (-41.198831067592032 -9.061576534409642)",Casa Nova,458,2907202
"MULTIPOINT (-41.085803353106286 -9.256085123996643)",Casa Nova,416,2907202
"MULTIPOINT (-40.957427161375016 -9.307736620159265)",Casa Nova,599,2907202
"MULTIPOINT (-40.79365280632139 -9.239274760931592)",Casa Nova,627,2907202
"MULTIPOINT (-40.809496392712575 -9.4012305275053)",Casa Nova,455,2907202
"MULTIPOINT (-40.934065227540728 -8.990315810319151)",Casa Nova,441,2907202
"MULTIPOINT (-39.055574202842394 -9.483612720931985)",Chorrochó,485,2907707
"MULTIPOINT (-39.169034760921448 -9.550796283758768)",Chorrochó,589,2907707
"MULTIPOINT (-39.29474878920508 -9.479850347044193)",Chorrochó,591,2907707
"MULTIPOINT (-39.233540051611456 -9.303078721162123)",Chorrochó,601,2907707
"MULTIPOINT (-39.163041531145218 -9.197247719132479)",Chorrochó,425,2907707
"MULTIPOINT (-46.019755068055112 -14.853445157462588)",Cocos,925,2908101
"MULTIPOINT (-45.413839445863275 -14.684096286841832)",Cocos,838,2908101
"MULTIPOINT (-45.239680022565729 -14.313557974277884)",Cocos,797,2908101
"MULTIPOINT (-44.984309031266086 -14.257579459858576)",Cocos,768,2908101
"MULTIPOINT (-39.276518079868758 -11.696287171577048)",Conceição do Coité,291,2908408
"MULTIPOINT (-39.243304218271327 -11.461354926454097)",Conceição do Coité,351,2908408
"MULTIPOINT (-39.198670115210774 -11.502451978958518)",Conceição do Coité,565,2908408
"MULTIPOINT (-39.466570238482731 -11.585479596074432)",Conceição do Coité,262,2908408
"MULTIPOINT (-42.150056710812244 -15.071257507248651)",Condeúba,1364,2908705
"MULTIPOINT (-42.16428053276087 -14.908953409373762)",Condeúba,1015,2908705
"MULTIPOINT (-44.152513645336896 -13.784731434239109)",Coribe,917,2909109
"MULTIPOINT (-44.576971955191482 -13.89232372224275)",Coribe,765,2909109
"MULTIPOINT (-46.054360991537862 -13.346741812982435)",Correntina,898,2909307
"MULTIPOINT (-46.260032885473592 -13.736949091220103)",Correntina,1018,2909307
"MULTIPOINT (-45.688360457711482 -13.295664072379099)",Correntina,805,2909307
"MULTIPOINT (-45.600063009333446 -13.534857654491129)",Correntina,792,2909307
"MULTIPOINT (-45.994843944179742 -13.534993562694224)",Correntina,895,2909307
"MULTIPOINT (-45.943957270577272 -13.843208131258129)",Correntina,892,2909307
"MULTIPOINT (-45.27225344061921 -13.506026679639158)",Correntina,779,2909307
"MULTIPOINT (-45.05476452305043 -13.552099386164093)",Correntina,756,2909307
"MULTIPOINT (-45.405867027442746 -13.212841218749091)",Correntina,769,2909307
"MULTIPOINT (-45.081961940789014 -13.137767675595688)",Correntina,759,2909307
"MULTIPOINT (-44.92716238166566 -13.083063624141314)",Correntina,778,2909307
"MULTIPOINT (-44.093828700696925 -12.167727931407747)",Cristópolis,826,2909703
"MULTIPOINT (-39.361071564541461 -9.618460497869501)",Curaçá,704,2909901
"MULTIPOINT (-39.535204286281413 -9.633364472502423)",Curaçá,476,2909901
"MULTIPOINT (-39.666198070902254 -9.573142780187958)",Curaçá,689,2909901
"MULTIPOINT (-39.647010389959611 -9.708279698548328)",Curaçá,914,2909901
"MULTIPOINT (-39.793946732375979 -9.483425002467806)",Curaçá,439,2909901
"MULTIPOINT (-39.874287422546956 -9.096761788959594)",Curaçá,403,2909901
"MULTIPOINT (-39.763881530799068 -9.307534696036454)",Curaçá,442,2909901
"MULTIPOINT (-39.680558728124048 -9.25624798795968)",Curaçá,757,2909901
"MULTIPOINT (-39.632142821575052 -9.11178239882384)",Curaçá,706,2909901
"MULTIPOINT (-39.588179989643045 -9.410411389944594)",Curaçá,629,2909901
"MULTIPOINT (-39.413260930663924 -9.189794427394991)",Curaçá,514,2909901
"MULTIPOINT (-39.489416862091382 -9.358030424952849)",Curaçá,625,2909901
"MULTIPOINT (-39.556456792525104 -8.655325154267707)",Curaçá,423,2909901
"MULTIPOINT (-39.544088272373344 -8.931782426844974)",Curaçá,721,2909901
"MULTIPOINT (-39.468291623519605 -9.037090691681451)",Curaçá,496,2909901
"MULTIPOINT (-39.811851407797207 -8.94069550805337)",Curaçá,577,2909901
"MULTIPOINT (-39.155027107370458 -10.648099018374612)",Euclides da Cunha,384,2910701
"MULTIPOINT (-44.121654688472745 -13.906842722193241)",Feira da Mata,761,2910776
"MULTIPOINT (-39.758738282517385 -11.522566751703332)",Gavião,341,2911253
"MULTIPOINT (-38.569699631938413 -9.029550746083222)",Glória,426,2911402
"MULTIPOINT (-38.382116870742351 -9.177600524447339)",Glória,660,2911402
"MULTIPOINT (-39.816675767425245 -16.69270943415529)",Guaratinga,735,2911808
"MULTIPOINT (-40.089609957136631 -16.468005533355832)",Guaratinga,1060,2911808
"MULTIPOINT (-39.899614850290369 -16.522700717689855)",Guaratinga,517,2911808
"MULTIPOINT (-40.044892252136634 -17.701621904235804)",Ibirapuã,186,2912806
"MULTIPOINT (-42.302168276410058 -12.60714787667661)",Ibitiara,1263,2913002
"MULTIPOINT (-41.922232991207693 -11.548351782370901)",Ibititá,816,2913101
"MULTIPOINT (-42.706210456232604 -13.961808461784484)",Igaporã,920,2913408
"MULTIPOINT (-38.373717921606719 -11.560903715863537)",Inhambupe,267,2913705
"MULTIPOINT (-39.784824008066209 -11.933738898296369)",Ipirá,362,2914000
"MULTIPOINT (-39.588194694037405 -16.482673050987934)",Itabela,192,2914653
"MULTIPOINT (-39.74272073689874 -16.938985002137859)",Itamaraju,186,2915601
"MULTIPOINT (-39.678909931897579 -16.900697042068412)",Itamaraju,689,2915601
"MULTIPOINT (-39.524015206760275 -16.904434969970456)",Itamaraju,146,2915601
"MULTIPOINT (-40.455983927711536 -17.233363929322962)",Itanhém,420,2916005
"MULTIPOINT (-40.432089972077577 -16.900908490931524)",Itanhém,819,2916005
"MULTIPOINT (-40.260407498413748 -17.109933989269937)",Itanhém,670,2916005
"MULTIPOINT (-39.559679426156237 -16.025934074922407)",Itapebi,695,2916302
"MULTIPOINT (-38.225605462434316 -11.286730313736511)",Itapicuru,153,2916500
"MULTIPOINT (-40.02599264035775 -10.790384426408394)",Itiúba,372,2917003
"MULTIPOINT (-39.952694475613974 -10.841952602813498)",Itiúba,355,2917003
"MULTIPOINT (-39.734226067626906 -10.791123239989053)",Itiúba,338,2917003
"MULTIPOINT (-39.673094573587619 -10.964957408580993)",Itiúba,273,2917003
"MULTIPOINT (-45.949094545088592 -14.262613909522988)",Jaborandi,928,2917359
"MULTIPOINT (-45.688134250234533 -14.346647380946855)",Jaborandi,858,2917359
"MULTIPOINT (-45.957460800127706 -14.566843586020575)",Jaborandi,874,2917359
"MULTIPOINT (-46.211144197924675 -14.054000172862503)",Jaborandi,996,2917359
"MULTIPOINT (-45.638713416496152 -13.995814401551266)",Jaborandi,828,2917359
"MULTIPOINT (-45.174518720624576 -13.78250905888927)",Jaborandi,769,2917359
"MULTIPOINT (-42.112573866464373 -14.663112821293915)",Jacaraci,949,2917409
"MULTIPOINT (-40.24683144933924 -11.254297166491348)",Jacobina,420,2917508
"MULTIPOINT (-40.850683995313901 -11.049837668765656)",Jacobina,706,2917508
"MULTIPOINT (-40.770350483660202 -11.167228606545986)",Jacobina,828,2917508
"MULTIPOINT (-40.626756065032552 -11.023944191389438)",Jacobina,984,2917508
"MULTIPOINT (-40.573233180947454 -11.152329871093702)",Jacobina,586,2917508
"MULTIPOINT (-39.900686382836867 -9.862513040637705)",Jaguarari,650,2917706
"MULTIPOINT (-40.108849853592822 -9.841817727394242)",Jaguarari,632,2917706
"MULTIPOINT (-40.174263720761189 -9.924943666403683)",Jaguarari,448,2917706
"MULTIPOINT (-38.346722401880911 -9.839464739744663)",Jeremoabo,620,2918100
"MULTIPOINT (-38.381671507971959 -9.747631723455624)",Jeremoabo,665,2918100
"MULTIPOINT (-38.636802245811985 -9.820478024518621)",Jeremoabo,745,2918100
"MULTIPOINT (-38.747100513685041 -9.79472490195848)",Jeremoabo,704,2918100
"MULTIPOINT (-38.923888344355781 -9.802233403484024)",Jeremoabo,410,2918100
"MULTIPOINT (-39.045717889739564 -9.636849681787263)",Jeremoabo,479,2918100
"MULTIPOINT (-41.691206096065507 -11.310248857532937)",João Dourado,816,2918357
"MULTIPOINT (-41.502816195519586 -11.094216913534179)",João Dourado,664,2918357
"MULTIPOINT (-40.061201007669247 -9.722688399339081)",Juazeiro,466,2918407
"MULTIPOINT (-39.947675180278118 -9.579062085498828)",Juazeiro,813,2918407
"MULTIPOINT (-40.283035941134976 -9.814106171322749)",Juazeiro,448,2918407
"MULTIPOINT (-40.564513672614176 -9.846569672431317)",Juazeiro,559,2918407
"MULTIPOINT (-40.460619292482676 -9.863628809831216)",Juazeiro,665,2918407
"MULTIPOINT (-40.676717578332642 -9.55269369263236)",Juazeiro,504,2918407
"MULTIPOINT (-40.717589766111779 -9.740570796238339)",Juazeiro,928,2918407
"MULTIPOINT (-40.692814229827931 -9.852923201074162)",Juazeiro,768,2918407
"MULTIPOINT (-40.232744170547328 -9.099980081382988)",Juazeiro,410,2918407
"MULTIPOINT (-40.28303565237654 -9.42567949305837)",Juazeiro,497,2918407
"MULTIPOINT (-40.009694164185255 -9.20909375349107)",Juazeiro,380,2918407
"MULTIPOINT (-39.948480261081187 -9.452156772346314)",Juazeiro,424,2918407
"MULTIPOINT (-40.15772634943783 -17.016702161929555)",Jucuruçu,835,2918456
"MULTIPOINT (-40.289307892460641 -16.723402115090064)",Jucuruçu,1130,2918456
"MULTIPOINT (-42.350200566103311 -14.046019971222504)",Lagoa Real,837,2918753
"MULTIPOINT (-42.579904384666705 -14.563939447217518)",Licínio de Almeida,1236,2919405
"MULTIPOINT (-42.025104067764822 -14.128575861468791)",Livramento de Nossa Senhora,606,2919504
"MULTIPOINT (-42.334538136751505 -13.704775749675312)",Livramento de Nossa Senhora,1102,2919504
"MULTIPOINT (-46.313287518707774 -12.20564002133184)",Luís Eduardo Magalhães,914,2919553
"MULTIPOINT (-42.477459586198847 -13.185781306996567)",Macaúbas,595,2919801
"MULTIPOINT (-42.775428076497356 -12.988286338193859)",Macaúbas,1140,2919801
"MULTIPOINT (-38.98128736289155 -9.262216836545885)",Macururé,542,2919900
"MULTIPOINT (-38.786075139748775 -9.24282076818243)",Macururé,527,2919900
"MULTIPOINT (-38.778165541510276 -9.46169287017851)",Macururé,569,2919900
"MULTIPOINT (-38.956592450433064 -9.042871802469785)",Macururé,536,2919900
"MULTIPOINT (-38.989963756203736 -8.917867223775177)",Macururé,391,2919900
"MULTIPOINT (-39.037321852677543 -9.012284090443115)",Macururé,365,2919900
"MULTIPOINT (-43.542087657993676 -13.861697170872761)",Malhada,432,2920205
"MULTIPOINT (-40.424719756385336 -17.417013385191584)",Medeiros Neto,460,2921104
"MULTIPOINT (-40.55289544026818 -11.536578346334803)",Miguel Calmon,858,2921203
"MULTIPOINT (-40.694992455279952 -11.311400165631744)",Miguel Calmon,745,2921203
"MULTIPOINT (-39.569865299114753 -10.402135780060387)",Monte Santo,442,2921500
"MULTIPOINT (-39.651561950966489 -10.279023699190008)",Monte Santo,429,2921500
"MULTIPOINT (-41.096137481821103 -11.952155345952916)",Morro do Chapéu,923,2921708
"MULTIPOINT (-40.972122750414457 -11.76121583195806)",Morro do Chapéu,820,2921708
"MULTIPOINT (-41.113791703749797 -11.806700149794388)",Morro do Chapéu,1025,2921708
"MULTIPOINT (-40.962945677431769 -11.554977475830857)",Morro do Chapéu,910,2921708
"MULTIPOINT (-41.20813796526113 -11.592112895622536)",Morro do Chapéu,1293,2921708
"MULTIPOINT (-41.289706760802559 -11.558362382152028)",Morro do Chapéu,1222,2921708
"MULTIPOINT (-41.411511115780833 -11.633506682654879)",Morro do Chapéu,781,2921708
"MULTIPOINT (-42.520873838229534 -14.910111126370868)",Mortugaba,1465,2921807
"MULTIPOINT (-40.119274953515458 -17.858780105306224)",Mucuri,432,2922003
"MULTIPOINT (-39.895618431245332 -18.126413987910837)",Mucuri,80,2922003
"MULTIPOINT (-41.586641717704879 -11.959687195502308)",Mulungu do Morro,850,2922052
"MULTIPOINT (-40.534792022591539 -11.960764664536446)",Mundo Novo,561,2922102
"MULTIPOINT (-43.790672023151537 -12.252341656415116)",Muquém de São Francisco,876,2922250
"MULTIPOINT (-43.301043251028197 -12.536621043496353)",Muquém de São Francisco,470,2922250
"MULTIPOINT (-39.383120912875647 -10.961257851000854)",Nordestina,288,2922656
"MULTIPOINT (-39.665310091369918 -11.59328942378931)",Nova Fátima,342,2922730
"MULTIPOINT (-38.475630467140746 -11.238648571007463)",Nova Soure,136,2922904
"MULTIPOINT (-39.92101279874143 -17.900314481997768)",Nova Viçosa,96,2923001
"MULTIPOINT (-39.447884239906848 -17.934251764259241)",Nova Viçosa,10,2923001
"MULTIPOINT (-43.008518927210837 -12.070198056683569)",Oliveira dos Brejinhos,1149,2923209
"MULTIPOINT (-41.306462687198888 -10.858894525030305)",Ourolândia,709,2923357
"MULTIPOINT (-40.939805077824765 -10.839480684401176)",Ourolândia,563,2923357
"MULTIPOINT (-43.479270791919816 -14.185010826244342)",Palmas de Monte Alto,468,2923407
"MULTIPOINT (-43.275509756829429 -14.454839138882024)",Palmas de Monte Alto,514,2923407
"MULTIPOINT (-42.973796638548912 -14.165260690814442)",Palmas de Monte Alto,845,2923407
"MULTIPOINT (-38.340246626688717 -9.588270734356483)",Paulo Afonso,665,2924009
"MULTIPOINT (-38.487646825426417 -9.537638023848611)",Paulo Afonso,586,2924009
"MULTIPOINT (-38.474047678043164 -9.458805877948272)",Paulo Afonso,570,2924009
"MULTIPOINT (-38.279648664779863 -9.453941354782588)",Paulo Afonso,290,2924009
"MULTIPOINT (-42.547294302030117 -14.412819754392711)",Pindaí,1187,2924504
"MULTIPOINT (-40.38004929555003 -10.617376222567513)",Pindobaçu,1117,2924603
"MULTIPOINT (-40.784024784058488 -11.730190225893267)",Piritiba,762,2924801
"MULTIPOINT (-40.683864788716591 -11.593907234550461)",Piritiba,659,2924801
"MULTIPOINT (-39.410319450014882 -16.893010786703268)",Porto Seguro,549,2925303
"MULTIPOINT (-39.413175381508594 -16.764716513594816)",Porto Seguro,104,2925303
"MULTIPOINT (-39.46472488893545 -16.545402681196645)",Porto Seguro,207,2925303
"MULTIPOINT (-39.293912160851661 -16.46110451312833)",Porto Seguro,132,2925303
"MULTIPOINT (-39.152833278053556 -16.412984446106133)",Porto Seguro,74,2925303
"MULTIPOINT (-39.351992164687978 -17.250475217711372)",Prado,61,2925501
"MULTIPOINT (-39.288781169549438 -17.111123753418184)",Prado,72,2925501
"MULTIPOINT (-39.959589285213305 -11.059516945532202)",Queimadas,384,2925808
"MULTIPOINT (-39.78116025942456 -11.138537809401143)",Queimadas,408,2925808
"MULTIPOINT (-39.637565179695208 -10.794818519561533)",Queimadas,343,2925808
"MULTIPOINT (-40.062357573001798 -11.372122536577681)",Quixabeira,445,2925931
"MULTIPOINT (-41.911426430585401 -9.542302341856562)",Remanso,860,2926004
"MULTIPOINT (-41.980686808336188 -9.381771202055596)",Remanso,465,2926004
"MULTIPOINT (-39.616398996874992 -11.712807123626936)",Riachão do Jacuípe,291,2926301
"MULTIPOINT (-39.452201442190081 -11.955229564125435)",Riachão do Jacuípe,345,2926301
"MULTIPOINT (-39.422127739002292 -11.843279748005029)",Riachão do Jacuípe,297,2926301
"MULTIPOINT (-43.092709540594825 -13.72225864247164)",Riacho de Santana,490,2926400
"MULTIPOINT (-42.187312234720984 -14.265660859647442)",Rio do Antônio,910,2926806
"MULTIPOINT (-41.994176787946458 -13.208834717195165)",Rio do Pires,1782,2926905
"MULTIPOINT (-38.598231432663496 -9.600296201546241)",Rodelas,581,2927101
"MULTIPOINT (-38.841864757577447 -9.038411486760067)",Rodelas,648,2927101
"MULTIPOINT (-38.592273583835656 -9.217130847180201)",Rodelas,535,2927101
"MULTIPOINT (-38.552631764724389 -8.883202159708388)",Rodelas,314,2927101
"MULTIPOINT (-38.763984847705942 -8.972519047598027)",Rodelas,482,2927101
"MULTIPOINT (-38.846140576600725 -8.954102589760792)",Rodelas,460,2927101
"MULTIPOINT (-38.963952193966215 -11.976994698435121)",Santa Bárbara,293,2927507
"MULTIPOINT (-38.067348531855473 -9.632504219391677)",Santa Brígida,523,2927606
"MULTIPOINT (-38.114201948857684 -9.832793569654239)",Santa Brígida,701,2927606
"MULTIPOINT (-39.28927977479848 -16.262383494628875)",Santa Cruz Cabrália,131,2927705
"MULTIPOINT (-39.271285436907213 -11.307498136644156)",Santaluz,331,2928000
"MULTIPOINT (-39.692742504763039 -11.252329440438734)",Santaluz,570,2928000
"MULTIPOINT (-39.55148203512892 -11.158323678837922)",Santaluz,330,2928000
"MULTIPOINT (-39.35271145289552 -11.028321395766115)",Santaluz,420,2928000
"MULTIPOINT (-43.749312200075209 -12.973670701268279)",Santana,466,2928208
"MULTIPOINT (-46.241404647036241 -12.734254820047468)",São Desidério,927,2928901
"MULTIPOINT (-46.147689852799402 -13.1524229418111)",São Desidério,930,2928901
"MULTIPOINT (-45.66087964227868 -12.921530734286504)",São Desidério,782,2928901
"MULTIPOINT (-45.976487633917266 -12.909161327554964)",São Desidério,841,2928901
"MULTIPOINT (-45.960062426258936 -13.02298784520365)",São Desidério,844,2928901
"MULTIPOINT (-45.324968673411803 -12.796825485351967)",São Desidério,751,2928901
"MULTIPOINT (-45.080580676632039 -12.908165720245185)",São Desidério,759,2928901
"MULTIPOINT (-45.574259497649656 -12.562924023910215)",São Desidério,766,2928901
"MULTIPOINT (-45.002740907473516 -12.61936290834295)",São Desidério,741,2928901
"MULTIPOINT (-44.899977673550488 -12.381768995316216)",São Desidério,669,2928901
"MULTIPOINT (-44.761094365260725 -12.639232083166442)",São Desidério,785,2928901
"MULTIPOINT (-44.622582401086134 -12.812115700955413)",São Desidério,783,2928901
"MULTIPOINT (-44.940405488329738 -12.87871877001924)",São Desidério,763,2928901
"MULTIPOINT (-44.173910623484737 -13.465397657145443)",São Félix do Coribe,631,2929057
"MULTIPOINT (-41.856546194638142 -11.151552271877492)",São Gabriel,775,2929255
"MULTIPOINT (-39.83753340453481 -11.457987451416312)",São José do Jacuípe,358,2929370
"MULTIPOINT (-38.476572946104234 -11.541161578948854)",Sátiro Dias,302,2929701
"MULTIPOINT (-38.634104805466343 -11.588385360207484)",Sátiro Dias,230,2929701
"MULTIPOINT (-43.076056501603773 -14.602381891520327)",Sebastião Laranjeiras,521,2930006
"MULTIPOINT (-40.028304593177978 -10.520574703032603)",Senhor do Bonfim,429,2930105
"MULTIPOINT (-43.676453291138614 -13.385692650010732)",Serra do Ramalho,473,2930154
"MULTIPOINT (-43.824370081469944 -13.525300088399771)",Serra do Ramalho,819,2930154
"MULTIPOINT (-41.060001491231546 -9.826292373596784)",Sento Sé,745,2930204
"MULTIPOINT (-41.139383029123287 -9.565115167099936)",Sento Sé,708,2930204
"MULTIPOINT (-41.610076558051581 -9.858008305228738)",Sento Sé,556,2930204
"MULTIPOINT (-41.551286930325624 -10.856664356512246)",Sento Sé,515,2930204
